trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
684,False,"{'a': 0.6, 'e': 0.06580000000000377}",25,7,29.411709134146264,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.6, 'e': 0.06575000000000378}",20,1,10.32842318198036,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
686,False,"{'a': 0.6, 'e': 0.06570000000000378}",20,16,7.546361750123815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.6, 'e': 0.06565000000000379}",30,16,16.90307631863293,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.6, 'e': 0.0656000000000038}",20,11,16.18103715366039,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.6, 'e': 0.0655500000000038}",25,17,17.717470846133352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.6, 'e': 0.0655000000000038}",20,13,10.22751102511001,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.6, 'e': 0.06545000000000381}",20,16,6.409921433067302,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.6, 'e': 0.06540000000000382}",20,6,23.893074646365733,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.6, 'e': 0.06535000000000382}",25,13,19.361974252859614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.6, 'e': 0.06530000000000383}",25,11,27.155313762898757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.6, 'e': 0.06525000000000383}",20,10,19.525334591422073,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.6, 'e': 0.06520000000000384}",20,6,26.685834933057592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.6, 'e': 0.06515000000000384}",30,16,29.577072816485938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.6, 'e': 0.06510000000000385}",25,17,16.424045908983476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.6, 'e': 0.06505000000000385}",20,12,17.073911380337904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.6, 'e': 0.06500000000000386}",25,14,22.458194580832597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.6, 'e': 0.06495000000000387}",35,24,22.347919293940613,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.6, 'e': 0.06490000000000387}",25,18,16.077776823294474,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.6, 'e': 0.06485000000000388}",20,0,27.027853122338172,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
704,False,"{'a': 0.6, 'e': 0.06480000000000388}",30,20,18.23918939776654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.6, 'e': 0.06475000000000389}",20,13,12.442227216535935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.6, 'e': 0.0647000000000039}",20,13,13.57947909024626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.6, 'e': 0.0646500000000039}",25,15,19.239371036604503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.6, 'e': 0.0646000000000039}",30,19,18.996303590983064,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.6, 'e': 0.06455000000000391}",25,17,10.701203747762754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.6, 'e': 0.06450000000000392}",20,3,27.469053136902417,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.6, 'e': 0.06445000000000392}",20,8,21.148069197539257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.6, 'e': 0.06440000000000393}",25,8,33.80615047566219,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.6, 'e': 0.06435000000000393}",30,15,11.794193086776533,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.6, 'e': 0.06430000000000394}",25,14,9.396265283222432,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.6, 'e': 0.06425000000000394}",30,9,36.41927122596604,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.6, 'e': 0.06420000000000395}",35,21,27.81251501661621,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.6, 'e': 0.06415000000000395}",20,3,29.68502228234104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.6, 'e': 0.06410000000000396}",20,12,15.00295070665178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.6, 'e': 0.06405000000000396}",20,11,7.50565933612169,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.6, 'e': 0.06400000000000397}",30,21,16.36054855506303,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.6, 'e': 0.06395000000000398}",20,16,9.358277291812099,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.6, 'e': 0.06390000000000398}",35,17,19.275252077604392,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.6, 'e': 0.06385000000000399}",20,6,10.690036715529304,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.6, 'e': 0.06380000000000399}",20,12,12.136517498997078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.6, 'e': 0.063750000000004}",25,15,14.851501345786469,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.6, 'e': 0.063700000000004}",20,0,30.61983834202118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.6, 'e': 0.06365000000000401}",25,17,16.267704669666905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.6, 'e': 0.06360000000000401}",25,2,35.44090979284799,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.6, 'e': 0.06355000000000402}",25,16,16.219894188786686,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.6, 'e': 0.06350000000000403}",20,9,14.588237788444772,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.6, 'e': 0.06345000000000403}",20,13,13.814550810463917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.6, 'e': 0.06340000000000404}",25,14,21.61593143533306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.6, 'e': 0.06335000000000404}",35,24,6.825186868848596,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.6, 'e': 0.06330000000000405}",20,2,-14.957845048646789,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
735,False,"{'a': 0.6, 'e': 0.06325000000000405}",20,10,19.16787610002831,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.6, 'e': 0.06320000000000406}",25,15,17.39609840649839,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.6, 'e': 0.06315000000000406}",20,0,17.88318523759667,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
738,False,"{'a': 0.6, 'e': 0.06310000000000407}",20,8,6.387509508321993,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
739,False,"{'a': 0.6, 'e': 0.06305000000000408}",25,7,21.587324943263837,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.6, 'e': 0.06300000000000408}",30,17,10.248539500210493,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.6, 'e': 0.06295000000000409}",25,13,21.201871952902618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.6, 'e': 0.06290000000000409}",35,23,20.102438832681308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.6, 'e': 0.0628500000000041}",25,8,30.00942447209868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.6, 'e': 0.0628000000000041}",25,14,11.002543495649263,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.6, 'e': 0.06275000000000411}",20,5,26.657094274199626,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.6, 'e': 0.06270000000000411}",20,15,4.831041558016508,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.6, 'e': 0.06265000000000412}",30,19,25.53489428987961,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.6, 'e': 0.06260000000000412}",20,14,13.178250490423034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.6, 'e': 0.06255000000000413}",25,13,20.594545613001216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.6, 'e': 0.06250000000000414}",25,1,25.727123366969053,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.6, 'e': 0.062450000000004134}",25,15,15.57335295869783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.6, 'e': 0.06240000000000413}",25,10,32.076148245366014,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.6, 'e': 0.06235000000000413}",25,8,32.402183160685226,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.6, 'e': 0.06230000000000413}",25,11,7.283484605269152,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.6, 'e': 0.06225000000000413}",30,9,25.677759438779287,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.6, 'e': 0.06220000000000413}",25,7,4.378776527120513,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
757,False,"{'a': 0.6, 'e': 0.062150000000004126}",20,9,18.66977970424345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.6, 'e': 0.062100000000004124}",20,10,19.27072856549303,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.6, 'e': 0.06205000000000412}",25,14,23.25099928506615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.6, 'e': 0.06200000000000412}",25,8,11.05110900929242,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.6, 'e': 0.06195000000000412}",20,16,7.45557105622943,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.6, 'e': 0.06190000000000412}",20,16,5.674725493249768,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.6, 'e': 0.06185000000000412}",20,14,9.000752508056292,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.6, 'e': 0.061800000000004116}",20,15,10.641513387189487,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.6, 'e': 0.061750000000004114}",25,14,22.64970472460158,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.6, 'e': 0.06170000000000411}",25,15,18.788482697154468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.6, 'e': 0.06165000000000411}",30,18,16.312646942403788,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.6, 'e': 0.06160000000000411}",20,10,14.633236333978326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.6, 'e': 0.06155000000000411}",25,11,25.586339001935556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.6, 'e': 0.06150000000000411}",25,12,19.89522683396771,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.6, 'e': 0.061450000000004106}",20,8,-19.638853432532077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
772,False,"{'a': 0.6, 'e': 0.061400000000004104}",30,14,19.60346507586871,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.6, 'e': 0.0613500000000041}",20,6,14.271434625226547,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.6, 'e': 0.0613000000000041}",20,3,29.9650583904171,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.6, 'e': 0.0612500000000041}",20,12,13.691562440068438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.6, 'e': 0.0612000000000041}",20,3,17.050696379168695,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.6, 'e': 0.0611500000000041}",20,10,17.502453740591736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.6, 'e': 0.061100000000004095}",30,16,23.986085989600923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.6, 'e': 0.061050000000004094}",20,12,11.600892225623399,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.6, 'e': 0.06100000000000409}",20,11,4.309903601761212,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.6, 'e': 0.06095000000000409}",30,17,23.068808604495274,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.6, 'e': 0.06090000000000409}",25,20,9.65789984130935,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.6, 'e': 0.06085000000000409}",20,12,15.204163790259733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.6, 'e': 0.06080000000000409}",25,8,-23.045680542886835,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
785,False,"{'a': 0.6, 'e': 0.060750000000004085}",25,14,20.291145398165487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.6, 'e': 0.060700000000004084}",25,19,12.683929517893153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.6, 'e': 0.06065000000000408}",25,13,23.02245962257162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.6, 'e': 0.06060000000000408}",20,13,12.182226170150138,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.6, 'e': 0.06055000000000408}",30,19,20.51032502297848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.6, 'e': 0.06050000000000408}",25,12,21.243204474973496,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.6, 'e': 0.06045000000000408}",25,6,24.04755474466528,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.6, 'e': 0.060400000000004075}",20,15,5.042228580734402,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.6, 'e': 0.060350000000004074}",25,5,30.313097007773482,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.6, 'e': 0.06030000000000407}",25,13,20.043343783640857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.6, 'e': 0.06025000000000407}",20,11,10.738562099424813,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.6, 'e': 0.06020000000000407}",30,19,16.160173295938232,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.6, 'e': 0.06015000000000407}",25,15,20.620026725270925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.6, 'e': 0.06010000000000407}",20,10,16.292724708621073,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.6, 'e': 0.060050000000004065}",20,8,23.03095946960199,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.6, 'e': 0.060000000000004064}",20,10,21.112503665331452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.6, 'e': 0.05995000000000406}",20,16,8.148297517766014,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.6, 'e': 0.05990000000000406}",20,1,31.164986851010465,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.6, 'e': 0.05985000000000406}",20,10,20.798030759743217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.6, 'e': 0.05980000000000406}",20,10,-22.77242951424167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
805,False,"{'a': 0.6, 'e': 0.05975000000000406}",25,18,10.800062256557954,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.6, 'e': 0.059700000000004055}",25,9,9.105763774345597,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
807,False,"{'a': 0.6, 'e': 0.059650000000004054}",20,12,0.9289788145491316,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
808,False,"{'a': 0.6, 'e': 0.05960000000000405}",20,12,-8.891231872323331,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
809,False,"{'a': 0.6, 'e': 0.05955000000000405}",30,16,10.19422602472583,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
810,False,"{'a': 0.6, 'e': 0.05950000000000405}",30,18,24.905338405411275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.6, 'e': 0.05945000000000405}",25,19,12.456898071391002,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.6, 'e': 0.05940000000000405}",30,14,17.119177202605297,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.6, 'e': 0.059350000000004045}",25,14,9.130718264280581,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.6, 'e': 0.059300000000004044}",30,23,13.312479437617297,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.6, 'e': 0.05925000000000404}",20,10,19.30269573523948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.6, 'e': 0.05920000000000404}",35,15,35.84551537890105,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.6, 'e': 0.05915000000000404}",20,16,5.839728056943041,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.6, 'e': 0.05910000000000404}",30,14,30.80714425553359,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.6, 'e': 0.05905000000000404}",20,10,19.836831683283982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.6, 'e': 0.059000000000004035}",20,12,3.1371461771742957,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
821,False,"{'a': 0.6, 'e': 0.058950000000004034}",25,11,24.849750139823833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.6, 'e': 0.05890000000000403}",20,12,17.38281312830669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.6, 'e': 0.05885000000000403}",20,14,10.56115322535617,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.6, 'e': 0.05880000000000403}",20,1,32.79175474585366,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.6, 'e': 0.05875000000000403}",25,19,11.369051593589786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.6, 'e': 0.05870000000000403}",20,16,4.898765105994863,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.6, 'e': 0.058650000000004025}",35,19,31.766314876991196,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.6, 'e': 0.058600000000004024}",35,9,44.50831647015676,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.6, 'e': 0.05855000000000402}",25,17,13.479028121481518,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.6, 'e': 0.05850000000000402}",25,11,21.429006290186052,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.6, 'e': 0.05845000000000402}",30,8,34.19274043824513,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.6, 'e': 0.05840000000000402}",20,6,23.46320656811097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.6, 'e': 0.05835000000000402}",20,15,10.658364529337822,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.6, 'e': 0.058300000000004015}",20,10,18.473923098240757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.6, 'e': 0.058250000000004014}",20,11,17.189237427817016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.6, 'e': 0.05820000000000401}",20,3,25.71808654912684,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.6, 'e': 0.05815000000000401}",25,6,33.748750953285224,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.6, 'e': 0.05810000000000401}",25,13,21.774496332700217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.6, 'e': 0.05805000000000401}",25,18,11.196236664939951,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.6, 'e': 0.05800000000000401}",20,8,23.962988993814346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.6, 'e': 0.057950000000004005}",30,15,28.96786667841692,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.6, 'e': 0.057900000000004004}",25,11,26.62156019898807,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.6, 'e': 0.057850000000004}",20,6,15.032238477466322,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.6, 'e': 0.057800000000004}",35,23,17.91034163620887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.6, 'e': 0.057750000000004}",20,16,5.246991408404175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.6, 'e': 0.057700000000004}",30,23,14.896810895148235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.6, 'e': 0.057650000000004}",20,16,7.7494807965627945,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.6, 'e': 0.057600000000003995}",20,3,-10.682238497401686,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
849,False,"{'a': 0.6, 'e': 0.057550000000003994}",20,0,29.54856391085091,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.6, 'e': 0.05750000000000399}",30,12,36.29733924724449,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.6, 'e': 0.05745000000000399}",25,17,13.96153014664424,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.6, 'e': 0.05740000000000399}",20,0,17.374367714660437,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
853,False,"{'a': 0.6, 'e': 0.05735000000000399}",25,15,20.076601603708685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.6, 'e': 0.05730000000000399}",20,2,23.99300524741646,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
855,False,"{'a': 0.6, 'e': 0.057250000000003985}",20,0,34.45837407769055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.6, 'e': 0.057200000000003984}",20,8,22.306831182543956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.6, 'e': 0.05715000000000398}",20,5,15.398166759799537,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.6, 'e': 0.05710000000000398}",20,15,8.093438164356098,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.6, 'e': 0.05705000000000398}",20,9,-6.833548463244485,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
860,False,"{'a': 0.6, 'e': 0.05700000000000398}",25,17,14.309591345625028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.6, 'e': 0.05695000000000398}",25,16,17.863398742556363,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.6, 'e': 0.056900000000003975}",30,18,22.973543689908894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.6, 'e': 0.056850000000003974}",20,16,7.702286510737848,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.6, 'e': 0.05680000000000397}",20,8,8.614319329944445,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
865,False,"{'a': 0.6, 'e': 0.05675000000000397}",20,3,30.856116883401373,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.6, 'e': 0.05670000000000397}",25,18,13.232555602397376,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.6, 'e': 0.05665000000000397}",30,17,10.467497869332043,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.6, 'e': 0.05660000000000397}",35,19,6.095228265095628,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
869,False,"{'a': 0.6, 'e': 0.056550000000003965}",20,6,26.62394619046142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
